R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,R_sapm,B_sapm,R_str_def,B_str_def,R_td_def,B_td_def,grapple_ratio_diff,striker_vs_wrestler,wrestler_vs_striker,southpaw_adv_diff,both_southpaw,weightclass_rank_diff,div_womens_strawweight,div_womens_flyweight,div_womens_bantamweight,div_womens_featherweight,div_flyweight,div_bantamweight,div_featherweight,div_lightweight,div_welterweight,div_middleweight,div_light_heavyweight,div_heavyweight,R_head_acc,B_head_acc,R_body_acc,B_body_acc,R_leg_acc,B_leg_acc,R_head_def,B_head_def,R_body_def,B_body_def,R_dist_def,B_dist_def,R_ground_def,B_ground_def,R_elo,B_elo,R_glicko,B_glicko,R_glicko_rd,B_glicko_rd,R_recent_win_rate,B_recent_win_rate,R_recent_finish_rate,B_recent_finish_rate,R_sos,B_sos,R_str_acc_slope,B_str_acc_slope,R_splm_slope,B_splm_slope,R_td_acc_slope,B_td_acc_slope,R_ko_rate,B_ko_rate,R_sub_rate,B_sub_rate,R_dec_rate,B_dec_rate,R_days_since_last,B_days_since_last,R_ko_vuln,B_ko_vuln,R_kd_received,B_kd_received,R_ewma_str_acc,B_ewma_str_acc,R_ewma_td_acc,B_ewma_td_acc,R_ewma_head_acc,B_ewma_head_acc,R_ewma_body_acc,B_ewma_body_acc,R_ewma_dist_acc,B_ewma_dist_acc,R_str_acc_var,B_str_acc_var,R_opp_adj_splm,B_opp_adj_splm,R_opp_adj_td_avg,B_opp_adj_td_avg,R_opp_adj_head_acc,B_opp_adj_head_acc,R_opp_adj_body_acc,B_opp_adj_body_acc,R_opp_adj_dist_acc,B_opp_adj_dist_acc,R_ewma_splm,B_ewma_splm,R_ewma_td_avg,B_ewma_td_avg,R_ewma_sapm,B_ewma_sapm,R_ewma_clinch_per,B_ewma_clinch_per,R_ewma_sub_att,B_ewma_sub_att,R_ewma_kd_received,B_ewma_kd_received,R_ewma_reversals,B_ewma_reversals,R_career_reversals,B_career_reversals,R_ewma_ctrl_r1,B_ewma_ctrl_r1,R_ewma_splm_r1,B_ewma_splm_r1,R_ewma_reversals_r1,B_ewma_reversals_r1
Thales Leites,Krzysztof Jotko,-135.0,115.0,74.07,115.0,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,0,Middleweight,MALE,3,0,4,0,2.9,0.47,0.0,1.0,0.32,4,1.0,15,0,0,1,3,1,0,0,5.0,Southpaw,185.42,195.58,185.0,0,1,0,2.09,0.41,1.0,1.88,0.3,5,5.0,42,1,0,1,3,2,5,0,11.0,Orthodox,185.42,198.12,185.0,35.0,27.0,0,3,-1,-6.0,4.0,-27,-1,-1,-5,0.0,-2.54,8.0,8.94,-1.0,-0.88,0.0,15.0,11.0,,,,,,,11.0,,,,,,,,,,,,,15.0,,,,,,,Red,U-DEC,,3.0,5:00,900.0,,,,,,,3.14,1.59,53.97,60.07,37.5,89.47,0.2171,0.135,0.3521,-1,0,-4.0,0,0,0,0,0,0,0,0,0,1,0,0,32.4,32.01,54.39,81.16,87.84,97.67,63.8,73.47,29.17,46.94,58.37,66.81,27.38,16.67,1526.3449,1472.3047,1526.6784,1501.0445,204.7666,247.1008,0.3333,1.0,0.3333,0.3333,1470.46,1408.5993,-0.005,0.028,0.064,0.45,-0.007,0.049,0.3333,0.2,0.3333,0.0,0.3333,0.6,105.0,154.0,0.0,0.0,2.0,0.0,0.4654,0.4347,0.2716,0.2962,0.43,0.3967,0.2659,0.4568,0.2267,0.2992,0.1636,0.1758,2.3228,2.1152,2.1035,0.9555,38.7613,21.9536,52.4206,78.578,34.7734,24.7941,2.5372,3.5532,2.5475,0.9684,2.9341,1.9819,0.507,0.6938,0.8902,0.0,0.0114,0.0,0.0,0.1566,0.0,2.0,0.4454,0.1513,2.2153,3.4991,0.0,0.0
Warlley Alves,Kamaru Usman,175.0,-210.0,175.0,47.62,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,0,Welterweight,MALE,3,0,3,0,2.96,0.59,0.33,5.67,0.59,3,0.0,8,1,0,0,2,0,1,0,3.0,Switch,182.88,193.04,170.0,1,0,0,2.36,0.49,1.0,1.0,0.46,4,1.0,12,1,0,0,1,0,3,0,4.0,Orthodox,180.34,182.88,170.0,25.0,29.0,1,3,-1,-1.0,1.0,-4,0,0,-2,2.54,10.16,-4.0,1.87,-0.67,4.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,2.94,1.36,50.23,57.35,80.0,0.0,-0.3594,0.4615,0.1021,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,39.1,50.0,71.43,85.0,90.0,80.0,58.33,64.91,31.58,25.0,53.76,67.27,0.0,0.0,1536.2043,1522.2153,1663.5625,1510.1463,174.544,209.1761,0.6667,1.0,0.6667,0.3333,1476.3029,1428.7052,0.089,0.0,0.558,0.0,0.127,0.0,0.0,0.0,0.75,0.3333,0.25,0.6667,189.0,119.0,0.0,0.0,0.0,0.0,0.5147,0.6008,0.278,0.5668,0.3218,0.5288,0.86,0.7789,0.5323,0.2094,0.0555,0.0178,3.867,3.1705,1.3839,12.043,52.3214,63.1348,101.2136,72.8166,55.9532,27.8442,3.1895,2.8052,0.8895,7.2627,4.4013,0.9,0.3382,0.4175,3.5638,0.4999,0.0,0.0,0.0,0.0,0.0,0.0,0.2738,0.8521,2.596,2.2105,0.0,0.0
Sergio Moraes,Zak Ottow,-150.0,130.0,66.67,130.0,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,0,Welterweight,MALE,3,0,1,0,4.33,0.43,1.0,0.0,0.0,1,0.0,3,0,0,1,0,0,0,0,1.0,Orthodox,180.34,182.88,170.0,1,0,0,2.37,0.49,0.5,1.17,0.34,4,2.0,16,1,0,0,1,1,2,0,4.0,Orthodox,182.88,182.88,170.0,34.0,29.0,1,1,-3,-3.0,2.0,-13,-1,-1,-2,-2.54,0.0,5.0,37.17,0.5,-1.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,,2.68,0.0,64.64,0.0,0.0,0.0,0.3305,0.0,0.3305,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,44.4,0.0,61.29,0.0,76.47,0.0,72.7,0.0,41.94,0.0,67.4,0.0,36.36,0.0,1491.0036,1441.8303,1500.0,1337.6891,350.0,290.319,1.0,1.0,0.6667,0.0,1423.4617,1387.7436,0.107,0.0,0.365,0.0,0.145,0.0,0.25,0.0,0.5,0.0,0.25,1.0,345.0,49.0,0.0,0.0,4.0,0.0,0.4857,0.4362,0.2428,0.0,0.4557,0.2925,0.5201,0.7,0.4317,0.4306,0.1552,0.0,3.0596,3.9615,1.1365,0.0,56.6191,25.5939,83.3426,65.9142,73.3857,40.2271,2.2974,4.3333,1.1586,0.0,2.8356,3.1333,0.1176,0.1333,0.9525,1.0,0.0506,0.0,0.0,0.0,0.0,0.0,0.0812,0.0,2.061,3.2,0.0,0.0
Cezar Ferreira,Jack Hermansson,110.0,-130.0,110.0,76.92,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,0,Middleweight,MALE,3,0,1,0,5.87,0.56,0.0,1.0,0.16,1,0.0,3,0,0,0,1,0,0,0,1.0,Orthodox,185.42,195.58,185.0,0,2,0,1.86,0.41,0.11,1.67,0.35,3,3.0,19,1,0,1,4,0,1,0,6.0,Southpaw,185.42,198.12,185.0,31.0,28.0,0,-1,-2,-5.0,3.0,-16,-1,0,-1,0.0,-2.54,3.0,70.33,-0.11,-0.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,2.0,2:11,431.0,,,,,,,1.77,0.0,56.54,0.0,100.0,0.0,0.3275,0.0767,0.4042,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,32.53,0.0,46.67,0.0,65.0,0.0,63.68,0.0,23.81,0.0,60.89,0.0,27.27,0.0,1478.0377,1441.5327,1794.6379,1807.4893,150.5171,221.797,0.6667,1.0,0.3333,0.0,1432.0705,1386.5881,-0.004,0.0,-0.02,0.0,0.014,0.0,0.0,0.0,0.1667,0.0,0.8333,1.0,134.0,77.0,3.0,0.0,5.0,0.0,0.4651,0.5641,0.5862,0.1667,0.4254,0.398,0.4677,0.9545,0.4154,0.5,0.1025,0.0,1.7065,5.486,3.5988,0.7953,29.3632,38.7899,51.3945,91.5896,37.5787,59.1921,2.1357,5.8667,3.4857,1.0,2.5689,2.4667,0.0668,2.0,0.3836,0.0,0.1523,0.0,0.0,0.0,0.0,0.0,0.2895,0.0933,2.0745,3.2,0.0,0.0
Marcos Rogerio de Lima,Gadzhimurad Antigulov,-165.0,145.0,60.61,145.0,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,0,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,180.34,177.8,205.0,0,1,0,6.25,0.69,0.75,0.0,0.0,2,1.0,4,0,0,0,0,2,1,0,3.0,Orthodox,185.42,190.5,253.0,31.0,29.0,0,-1,-2,-3.0,1.0,-4,0,-2,-1,-5.08,-12.7,2.0,-14.75,-0.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,1:07,67.0,,,,,,,5.62,0.0,30.77,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,60.0,0.0,87.5,0.0,100.0,0.0,35.48,0.0,14.29,0.0,47.37,0.0,20.0,0.0,1436.4576,1400.0,1823.5499,1778.2977,175.4659,160.7787,0.6667,0.0,1.0,0.0,1420.2604,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.3333,0.0,0.0,0.0,210.0,175.0,0.0,0.0,0.0,0.0,0.6767,0.0,0.0,0.0,0.601,0.0,0.7677,0.0,0.5714,0.0,0.1466,0.0,5.2514,0.0,0.0,0.0,49.7131,0.0,65.398,0.0,53.2398,0.0,7.4459,0.0,0.0,0.0,3.7287,0.0,2.2216,0.0,4.7048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,7.4459,0.0,0.0,0.0
Johnny Eduardo,Manvel Gamburyan,-140.0,120.0,71.43,120.0,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,0,Bantamweight,MALE,3,1,0,0,1.94,0.44,0.57,2.14,0.33,2,8.0,32,1,0,0,3,0,3,0,6.0,Orthodox,165.1,170.18,135.0,1,0,0,2.6,0.34,0.25,0.0,0.0,2,2.0,9,0,0,0,1,1,0,0,2.0,Orthodox,170.18,180.34,135.0,38.0,35.0,0,0,0,4.0,-6.0,23,1,-1,3,-5.08,-10.16,3.0,-4.14,0.32,2.14,0.0,,13.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2.0,0:46,346.0,,,,,,,2.6,2.95,70.87,55.64,70.0,69.44,-0.5245,0.5245,0.0,0,0,-3.0,0,0,0,0,0,1,0,0,0,0,0,0,22.16,31.17,75.0,67.19,71.43,82.81,78.71,67.14,40.91,22.64,76.49,62.79,8.33,33.85,1441.5872,1401.0409,1766.4337,1500.0,188.5092,350.0,0.6667,0.6667,0.6667,0.6667,1422.9051,1439.4029,0.0,-0.002,0.0,-0.018,0.0,0.029,0.5,0.0,0.0,0.25,0.5,0.75,345.0,217.0,0.0,2.0,0.0,4.0,0.3232,0.5876,0.0,0.3054,0.1436,0.5358,0.5399,0.3931,0.313,0.548,0.1573,0.3067,2.678,2.0609,0.0,2.6574,28.9221,31.5956,56.7451,63.8901,42.1478,37.0606,1.6959,2.3746,0.0,2.3964,2.2036,10.9269,0.101,0.3006,0.1231,0.843,0.0,0.5883,0.0,0.0991,0.0,1.0,0.0034,0.1493,1.4783,2.1539,0.0,0.0
Luis Henrique,Christian Colombo,-290.0,245.0,34.48,245.0,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,0,Heavyweight,MALE,3,1,0,0,5.07,0.47,0.0,0.0,0.0,0,1.0,3,0,0,0,0,0,0,0,0.0,Orthodox,195.58,203.2,265.0,0,1,0,0.63,0.48,0.5,1.0,0.15,1,1.0,4,0,0,0,0,0,1,0,1.0,Orthodox,187.96,187.96,243.0,23.0,36.0,-1,-1,-1,-1.0,0.0,-1,0,0,-1,7.62,15.24,-13.0,63.5,-0.5,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3.0,2:12,732.0,,,,,,,3.17,0.0,44.44,0.0,0.0,0.0,0.6135,0.0,0.6135,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,44.44,0.0,1411.4029,1400.0,1436.247,1750.6305,249.5651,256.4736,0.5,0.0,1.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0,175.0,1.0,0.0,1.0,0.0,0.4791,0.478,0.1524,0.0,0.4462,0.3889,0.6,0.75,0.3822,0.3762,0.0247,0.0,1.4837,3.9032,1.7804,0.0,42.8571,35.9347,100.0,67.4741,37.5,27.3991,1.592,5.0667,1.7648,0.0,2.2053,3.4667,0.2677,2.4,1.0037,0.0,0.0507,0.0,0.0,0.0,0.0,0.0,0.616,0.03,2.24,4.8,0.0,0.0
Pedro Munhoz,Justin Scoggins,135.0,-155.0,135.0,64.52,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,0,Bantamweight,MALE,3,0,2,0,3.41,0.61,0.5,3.5,0.67,2,2.0,15,0,0,0,3,1,0,0,4.0,Southpaw,170.18,167.64,125.0,0,1,0,3.74,0.56,0.8,0.6,0.3,1,3.0,9,0,0,0,0,1,1,0,2.0,Orthodox,167.64,165.1,135.0,30.0,24.0,0,1,1,2.0,1.0,6,0,0,-1,2.54,2.54,6.0,13.2,-0.3,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,neither,SUB,Guillotine Choke,2.0,1:55,415.0,,,,,,,6.1,1.51,56.41,60.93,57.14,78.57,-0.3683,0.4365,0.0682,-1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,27.91,51.65,44.26,79.63,73.08,77.78,62.2,71.03,45.83,38.78,57.4,70.99,33.33,30.77,1410.819,1430.9198,1622.2335,1715.6684,111.7829,193.4022,0.6667,0.6667,0.6667,0.3333,1446.35,1403.6676,0.0,-0.017,0.0,-0.775,0.0,0.013,0.5,0.25,0.5,0.0,0.0,0.5,135.0,287.0,0.0,0.0,0.0,0.0,0.5664,0.5608,0.3057,0.6709,0.3333,0.4652,0.4016,0.7402,0.5626,0.456,0.2675,0.1027,3.7187,3.2626,1.4441,3.0153,32.2438,49.4629,49.0651,69.7944,37.1445,43.947,5.3179,3.5353,3.9252,4.2494,5.931,1.4891,0.1159,0.4393,7.3253,0.3248,0.0,0.0,0.0,0.0,0.0,0.0,0.0811,0.359,5.0411,4.1164,0.0,0.0
Gegard Mousasi,Uriah Hall,-560.0,430.0,17.86,430.0,2016-11-19,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,0,Middleweight,MALE,5,2,0,0,3.18,0.54,0.2,0.7,0.32,3,5.0,21,1,0,0,1,2,0,2,5.0,Orthodox,182.88,200.66,185.0,0,3,0,3.4,0.5,0.3,0.8,0.32,3,3.0,24,0,0,0,3,3,1,0,7.0,Orthodox,187.96,193.04,185.0,31.0,32.0,-2,-3,0,-2.0,-2.0,-3,1,1,-1,-5.08,7.62,-1.0,-10.4,-0.1,-0.1,0.0,10.0,5.0,,,,,,,5.0,,,,,,,,,,,,,10.0,,,,,,,Red,KO/TKO,Punches,1.0,4:37,277.0,300.0,1150.0,200.0,1800.0,150.0,700.0,1.35,2.89,69.68,55.69,81.25,71.43,0.0101,0.146,0.1561,0,0,-5.0,0,0,0,0,0,0,0,0,0,1,0,0,43.86,40.87,69.09,64.13,85.29,91.11,76.95,73.8,58.33,43.04,75.0,62.85,24.39,35.59,1509.6054,1414.4757,1662.3109,1500.0,290.319,350.0,1.0,0.3333,0.6667,0.6667,1474.1911,1467.9035,0.021,0.01,0.143,0.049,0.074,-0.001,0.4286,0.8,0.1429,0.0,0.2857,0.2,42.0,63.0,1.0,1.0,1.0,1.0,0.5395,0.4977,0.4785,0.1618,0.4778,0.3141,0.7905,0.6072,0.4545,0.4662,0.1014,0.1555,3.9334,3.33,1.3265,1.4503,51.8436,42.0171,74.9238,65.8077,48.6168,48.4009,5.2961,2.5678,2.7023,0.736,1.4055,3.07,0.8816,0.0931,0.4291,0.4473,0.0186,0.2015,0.0079,0.2526,1.0,4.0,0.3143,0.0864,3.8356,1.9137,0.0,0.0452
Ross Pearson,Stevie Ray,-105.0,-115.0,95.24,86.96,2016-11-19,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Blue,0,Lightweight,MALE,3,1,0,0,4.07,0.43,0.75,0.25,0.25,3,1.0,9,0,0,0,1,2,0,0,3.0,Southpaw,177.8,177.8,155.0,2,0,0,3.61,0.42,0.0,0.71,0.38,3,10.0,54,1,0,2,4,4,0,1,11.0,Orthodox,172.72,175.26,155.0,32.0,26.0,1,0,0,-8.0,9.0,-45,-1,-3,0,5.08,2.54,6.0,-17.33,0.75,-0.46,0.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,175.0,190.0,1150.0,1250.0,450.0,425.0,3.34,2.2,65.68,71.2,76.62,100.0,0.1065,0.0484,0.1548,-1,0,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,30.89,37.1,68.58,47.37,82.74,71.43,73.45,80.0,31.99,70.59,70.83,70.45,30.23,100.0,1423.5811,1479.8144,1606.5058,1500.0,204.1305,350.0,0.3333,0.6667,0.0,0.3333,1462.3036,1402.9559,-0.003,0.0,-0.085,0.0,0.01,0.0,0.4444,0.6667,0.0,0.0,0.5556,0.3333,112.0,56.0,2.0,0.0,6.0,0.0,0.4061,0.3573,0.513,0.2769,0.2286,0.3337,0.6073,0.3077,0.3681,0.2267,0.0897,0.2245,4.1406,1.761,0.9064,0.429,36.3045,21.3699,68.1655,51.595,40.8451,20.2295,3.2772,2.9242,0.9567,0.2769,5.4511,2.4469,0.4484,0.111,0.0,0.9762,0.0284,0.0,0.0002,0.0,1.0,0.0,0.0745,0.0817,2.1267,2.5815,0.0,0.0
Tim Johnson,Alexander Volkov,-150.0,130.0,66.67,130.0,2016-11-19,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Blue,0,Heavyweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,200.66,203.2,250.0,0,1,0,2.41,0.39,0.0,1.33,0.42,1,1.0,7,0,0,0,1,1,0,0,2.0,Southpaw,190.5,195.58,265.0,31.0,28.0,0,-1,-1,-2.0,1.0,-7,0,-1,0,10.16,7.62,3.0,-31.0,0.0,-1.33,0.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,Red,,,,,,195.0,525.0,535.0,635.0,440.0,300.0,1.4,0.0,52.54,0.0,66.67,0.0,0.3556,0.0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,36.17,0.0,53.85,0.0,77.78,0.0,58.0,0.0,25.0,0.0,63.89,0.0,11.11,0.0,1458.4042,1400.0,1857.1544,1654.0259,113.9321,152.9704,0.6667,0.0,0.0,0.0,1439.6354,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artem Lobov,Teruto Ishihara,220.0,-260.0,220.0,38.46,2016-11-19,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,0,Featherweight,MALE,3,0,2,0,5.59,0.52,0.0,0.0,0.0,2,1.0,6,0,0,0,0,2,0,0,2.0,Southpaw,170.18,175.26,135.0,0,1,0,0.83,0.28,0.0,0.0,0.0,1,2.0,9,1,0,0,1,0,0,0,1.0,Southpaw,175.26,165.1,145.0,30.0,25.0,0,1,1,1.0,1.0,-3,-1,2,0,-5.08,10.16,5.0,16.67,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,350.0,275.0,1250.0,1450.0,600.0,110.0,3.37,3.79,52.58,65.64,60.0,50.0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,16.98,46.02,45.45,68.0,100.0,94.44,63.57,69.27,40.43,50.0,57.78,68.66,21.05,100.0,1373.353,1477.7615,1784.9445,1500.0,176.1815,350.0,0.3333,1.0,0.0,1.0,1380.0503,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,91.0,105.0,0.0,0.0,0.0,0.0,0.3201,0.5238,0.0,0.0,0.1799,0.4353,0.4178,0.734,0.299,0.4897,0.1484,0.0047,2.2043,5.0788,0.0,0.0,24.2924,37.2486,75.8418,56.6351,37.7844,44.6667,2.186,5.1975,0.0,0.0,3.2912,2.7127,0.1789,0.1269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.0271,2.8421,5.3781,0.0,0.0
Magnus Cedenblad,Jack Marshman,-250.0,210.0,40.0,210.0,2016-11-19,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Blue,0,Middleweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,182.88,185.42,185.0,0,4,0,1.69,0.55,0.6,1.2,0.22,4,1.0,10,0,0,0,1,1,2,0,4.0,Orthodox,195.58,200.66,185.0,34.0,26.0,0,-4,-4,-4.0,1.0,-10,0,-1,-2,-12.7,-15.24,8.0,-15.2,-0.6,-1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,3:40,520.0,290.0,900.0,190.0,1092.0,280.0,385.0,2.7,0.0,22.81,0.0,66.67,0.0,0.4152,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,50.88,0.0,63.64,0.0,92.31,0.0,29.33,0.0,11.11,0.0,42.59,0.0,3.45,0.0,1491.9016,1400.0,1591.45,1482.4193,209.288,199.8921,1.0,0.0,0.6667,0.0,1421.8281,1400.0,0.09,0.0,0.394,0.0,0.076,0.0,0.25,0.0,0.5,0.0,0.25,0.0,195.0,175.0,0.0,0.0,1.0,0.0,0.5445,0.0,0.2303,0.0,0.4686,0.0,0.5847,0.0,0.4672,0.0,0.1838,0.0,1.6157,0.0,2.0706,0.0,46.3205,0.0,55.3706,0.0,43.0483,0.0,2.6803,0.0,1.5368,0.0,2.4456,0.0,0.6392,0.0,2.2221,0.0,0.0171,0.0,0.4261,0.0,2.0,0.0,0.4108,0.0,2.1595,0.0,0.0152,0.0
Kyoji Horiguchi,Ali Bagautinov,-200.0,170.0,50.0,170.0,2016-11-19,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,0,Flyweight,MALE,3,0,1,0,2.36,0.44,0.33,2.83,0.36,3,2.0,20,1,0,0,3,1,0,0,4.0,Orthodox,162.56,165.1,125.0,0,2,0,3.38,0.48,0.0,1.57,0.4,4,1.0,20,1,0,0,4,2,0,0,6.0,Orthodox,165.1,167.64,125.0,26.0,31.0,0,-1,-1,-2.0,-1.0,0,0,-1,0,-2.54,-2.54,-5.0,-2.31,0.33,1.26,0.0,8.0,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,8.0,,Red,U-DEC,,3.0,5:00,900.0,-115.0,270.0,1120.0,1370.0,465.0,920.0,2.42,3.39,63.37,54.35,44.83,77.78,-0.2281,0.3723,0.1442,0,0,-4.0,0,0,0,0,1,0,0,0,0,0,0,0,36.89,27.68,65.52,74.36,78.26,55.56,73.42,68.08,40.45,31.71,68.41,64.53,13.33,18.18,1502.5654,1507.0895,1907.2411,1677.2355,155.758,144.7481,0.6667,0.3333,0.3333,0.0,1431.3536,1477.4176,-0.019,-0.035,-0.083,-0.063,-0.067,-0.064,0.3333,0.25,0.0,0.0,0.6667,0.75,195.0,154.0,0.0,0.0,0.0,0.0,0.444,0.4808,0.4065,0.3565,0.3736,0.3879,0.6681,0.7455,0.4191,0.3955,0.1572,0.204,4.0166,3.1722,1.8386,2.164,40.5786,36.4768,59.4636,79.9801,45.1068,31.8122,4.3078,3.6262,2.4696,2.9046,2.8637,2.4826,0.635,0.3826,0.0,0.1619,0.0,0.0,0.0,0.3654,0.0,1.0,0.2279,0.3463,4.2347,4.1429,0.0,0.0
