R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,R_sapm,B_sapm,R_str_def,B_str_def,R_td_def,B_td_def,grapple_ratio_diff,striker_vs_wrestler,wrestler_vs_striker,southpaw_adv_diff,both_southpaw,weightclass_rank_diff,div_womens_strawweight,div_womens_flyweight,div_womens_bantamweight,div_womens_featherweight,div_flyweight,div_bantamweight,div_featherweight,div_lightweight,div_welterweight,div_middleweight,div_light_heavyweight,div_heavyweight,R_head_acc,B_head_acc,R_body_acc,B_body_acc,R_leg_acc,B_leg_acc,R_head_def,B_head_def,R_body_def,B_body_def,R_dist_def,B_dist_def,R_ground_def,B_ground_def,R_elo,B_elo,R_glicko,B_glicko,R_glicko_rd,B_glicko_rd,R_recent_win_rate,B_recent_win_rate,R_recent_finish_rate,B_recent_finish_rate,R_sos,B_sos,R_str_acc_slope,B_str_acc_slope,R_splm_slope,B_splm_slope,R_td_acc_slope,B_td_acc_slope,R_ko_rate,B_ko_rate,R_sub_rate,B_sub_rate,R_dec_rate,B_dec_rate,R_days_since_last,B_days_since_last,R_ko_vuln,B_ko_vuln,R_kd_received,B_kd_received,R_ewma_str_acc,B_ewma_str_acc,R_ewma_td_acc,B_ewma_td_acc,R_ewma_head_acc,B_ewma_head_acc,R_ewma_body_acc,B_ewma_body_acc,R_ewma_dist_acc,B_ewma_dist_acc,R_str_acc_var,B_str_acc_var,R_opp_adj_splm,B_opp_adj_splm,R_opp_adj_td_avg,B_opp_adj_td_avg,R_opp_adj_head_acc,B_opp_adj_head_acc,R_opp_adj_body_acc,B_opp_adj_body_acc,R_opp_adj_dist_acc,B_opp_adj_dist_acc,R_ewma_splm,B_ewma_splm,R_ewma_td_avg,B_ewma_td_avg,R_ewma_sapm,B_ewma_sapm,R_ewma_clinch_per,B_ewma_clinch_per,R_ewma_sub_att,B_ewma_sub_att,R_ewma_kd_received,B_ewma_kd_received,R_ewma_reversals,B_ewma_reversals,R_career_reversals,B_career_reversals,R_ewma_ctrl_r1,B_ewma_ctrl_r1,R_ewma_splm_r1,B_ewma_splm_r1,R_ewma_reversals_r1,B_ewma_reversals_r1
Kyle Noke,Omari Akhmedov,-110.0,-110.0,90.91,90.91,2016-11-26,"Melbourne, Victoria, Australia", Australia,Blue,0,Welterweight,MALE,3,2,0,0,3.32,0.4,0.33,1.67,0.36,2,3.0,12,0,0,0,1,2,0,0,3.0,Orthodox,182.88,185.42,185.0,2,0,0,3.56,0.55,0.36,1.0,0.35,3,5.0,22,0,0,1,0,3,2,0,6.0,Southpaw,185.42,193.04,170.0,36.0,29.0,0,0,-1,-3.0,2.0,-10,0,-1,-2,-2.54,-7.62,7.0,-2.67,-0.03,0.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,330.0,300.0,542.0,500.0,525.0,280.0,2.02,2.23,60.75,59.46,70.83,36.36,-0.1154,0.2613,0.1459,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,40.61,27.36,65.26,68.18,77.19,62.16,64.17,63.64,41.03,52.63,68.05,69.77,18.0,20.0,1442.9851,1432.164,1500.0,1662.3109,350.0,291.8119,0.3333,0.3333,0.6667,1.0,1387.2525,1439.6192,-0.011,-0.068,-0.063,-0.127,-0.036,0.039,0.5,0.6667,0.3333,0.0,0.1667,0.3333,136.0,224.0,0.0,2.0,2.0,2.0,0.519,0.3575,0.4512,0.47,0.3896,0.273,0.6524,0.6563,0.4898,0.3174,0.0901,0.0311,3.2677,3.7356,1.5191,1.6161,37.4694,37.4789,56.5564,65.3324,44.7708,33.7276,5.1522,2.9361,1.5816,2.3037,2.6193,3.2325,0.1582,0.5199,0.1944,0.6253,0.0404,0.0335,0.0999,0.0,1.0,0.0,0.0487,0.1055,5.3993,2.6352,0.0,0.0
Yusuke Kasuya,Alexander Volkanovski,135.0,-155.0,135.0,64.52,2016-11-26,"Melbourne, Victoria, Australia", Australia,Blue,0,Lightweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,167.64,180.34,145.0,1,0,0,2.93,0.44,0.0,1.0,0.25,0,1.0,3,0,0,0,0,0,0,0,0.0,Southpaw,170.18,170.18,155.0,27.0,28.0,1,0,0,0.0,1.0,-3,0,0,0,-2.54,10.16,-1.0,-44.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,2:06,426.0,350.0,250.0,375.0,514.0,675.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2545,0.0,0.0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.8804,1400.0,1581.3671,1555.065,177.284,237.9132,0.0,0.0,0.0,0.0,1446.9756,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,175.0,0.0,0.0,0.0,0.0,0.4444,0.0,0.25,0.0,0.2857,0.0,0.8333,0.0,0.4388,0.0,0.0,0.0,3.9563,0.0,6.8166,0.0,35.4659,0.0,140.6954,0.0,53.6815,0.0,2.9333,0.0,1.0,0.0,3.0667,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0
Khalil Rountree Jr.,Tyson Pedro,-105.0,-115.0,95.24,86.96,2016-11-26,"Melbourne, Victoria, Australia", Australia,Blue,0,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,190.5,200.66,205.0,1,0,0,0.93,0.51,0.0,0.0,0.0,0,1.0,3,1,0,0,0,0,0,0,0.0,Southpaw,185.42,193.04,205.0,26.0,25.0,1,0,0,0.0,1.0,-3,-1,0,0,5.08,7.62,1.0,-14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,4:07,247.0,,475.0,,285.0,,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.0,1400.0,1638.7929,1479.7122,202.5804,210.6584,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,175.0,0.0,0.0,0.0,0.0,0.5185,0.0,0.0,0.0,0.52,0.0,0.5,0.0,0.2778,0.0,0.0,0.0,0.9333,0.0,0.0,0.0,52.0,0.0,50.0,0.0,27.7778,0.0,0.9333,0.0,0.0,0.0,2.0667,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
Seohee Ham,Danielle Taylor,-110.0,-110.0,90.91,90.91,2016-11-26,"Melbourne, Victoria, Australia", Australia,Blue,0,Women's Strawweight,FEMALE,3,1,0,0,1.13,0.16,0.0,1.0,1.0,0,1.0,3,0,0,0,0,0,0,0,0.0,Orthodox,152.4,152.4,115.0,1,0,0,4.3,0.43,0.33,0.0,0.0,1,2.0,9,0,0,0,1,0,0,0,1.0,Southpaw,157.48,157.48,115.0,29.0,27.0,0,0,-1,-1.0,1.0,-6,0,0,0,-5.08,-5.08,2.0,-56.67,-0.33,1.0,0.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,115.0,220.0,1600.0,1235.0,1350.0,390.0,6.23,0.0,58.44,0.0,50.0,0.0,-0.4695,0.4695,0.0,1,0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,35.33,0.0,55.36,0.0,73.33,0.0,69.44,0.0,46.15,0.0,64.29,0.0,40.0,0.0,1354.4339,1368.9746,1501.6616,1515.7331,240.8391,178.682,0.3333,0.0,0.0,0.0,1384.0168,1455.7894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Kelly,Chris Camozzi,165.0,-190.0,165.0,52.63,2016-11-26,"Melbourne, Victoria, Australia", Australia,Red,0,Middleweight,MALE,3,1,0,0,4.01,0.49,0.35,0.24,0.1,4,8.0,43,0,0,2,4,1,1,1,9.0,Orthodox,187.96,193.04,185.0,0,2,0,4.28,0.41,0.2,1.2,0.18,2,1.0,11,0,0,0,2,1,1,0,4.0,Southpaw,182.88,177.8,185.0,39.0,30.0,-1,-2,2,5.0,-7.0,32,0,1,0,5.08,15.24,9.0,5.58,0.15,-0.96,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,345.0,210.0,745.0,592.0,1000.0,245.0,4.48,3.04,71.06,57.89,83.33,63.93,0.1625,0.0441,0.2066,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,38.57,33.41,87.5,73.05,100.0,82.13,75.0,70.31,20.0,42.31,75.29,63.01,20.0,34.62,1466.975,1428.7846,1561.5273,1541.7417,170.8246,190.5932,0.6667,0.6667,0.6667,0.6667,1426.6997,1465.1654,0.064,0.01,0.748,0.069,0.011,0.027,0.25,0.2222,0.25,0.1111,0.5,0.6667,252.0,112.0,1.0,0.0,1.0,1.0,0.4133,0.5604,0.1363,0.2966,0.3642,0.4673,0.7725,0.6485,0.2979,0.5395,0.1205,0.1527,3.7881,4.4552,4.7725,0.387,34.142,38.7807,116.439,76.9635,32.1098,48.9334,3.6057,5.8454,1.5352,0.519,4.8482,2.3601,0.3551,2.6722,0.2556,0.2357,0.2089,0.0001,0.0,0.0008,0.0,1.0,0.1985,0.0639,2.4874,5.5951,0.0,0.0002
Damien Brown,Jon Tuck,130.0,-150.0,130.0,66.67,2016-11-26,"Melbourne, Victoria, Australia", Australia,Red,0,Lightweight,MALE,3,1,0,0,3.11,0.4,0.83,0.5,0.1,1,3.0,16,0,0,0,1,1,1,0,3.0,Orthodox,180.34,185.42,155.0,0,1,0,1.0,0.56,0.5,0.5,0.16,1,1.0,4,0,0,0,0,1,0,0,1.0,Orthodox,177.8,172.72,155.0,31.0,32.0,-1,-1,0,2.0,-2.0,12,0,0,1,2.54,12.7,-1.0,22.33,0.33,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,195.0,275.0,885.0,365.0,810.0,475.0,1.67,4.15,35.9,57.69,28.57,46.67,0.1948,0.0923,0.2872,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,61.9,30.66,66.67,80.0,0.0,82.5,36.11,64.78,50.0,20.48,41.67,63.58,33.33,34.04,1406.9575,1421.5509,1361.9387,1385.4677,215.7868,278.2731,0.5,0.3333,0.5,0.3333,1395.8879,1420.9304,0.0,0.003,0.0,0.248,0.0,0.039,1.0,0.3333,0.0,0.3333,0.0,0.3333,119.0,202.0,0.0,0.0,0.0,0.0,0.5543,0.379,0.1333,0.065,0.5476,0.264,0.8667,0.8306,0.4708,0.3483,0.0539,0.0954,2.3963,3.2819,5.8595,0.5942,54.9007,27.1719,112.0778,89.7695,51.933,36.1042,5.7878,3.2486,0.4,0.3811,4.8299,3.793,0.5165,0.3348,0.4,1.3501,0.0,0.0,0.0,0.0481,0.0,1.0,0.2534,0.1453,6.0278,2.9068,0.0,0.0
Richard Walsh,Jonathan Meunier,-135.0,115.0,74.07,115.0,2016-11-26,"Melbourne, Victoria, Australia", Australia,Blue,0,Welterweight,MALE,3,1,0,0,1.47,0.69,0.0,0.0,0.0,0,1.0,3,0,0,0,0,0,0,0,0.0,Switch,190.5,190.5,170.0,1,0,0,4.92,0.51,0.0,1.2,0.18,1,3.0,13,0,0,0,2,0,0,0,2.0,Orthodox,182.88,185.42,170.0,27.0,29.0,0,0,-1,-2.0,2.0,-10,0,0,0,7.62,5.08,-2.0,-39.8,0.0,-1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,245.0,310.0,550.0,590.0,380.0,445.0,2.07,0.0,63.43,0.0,78.95,0.0,0.1961,0.0,0.1961,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,47.18,0.0,71.67,0.0,85.71,0.0,73.11,0.0,31.25,0.0,68.04,0.0,30.0,0.0,1365.1221,1381.0695,1337.6891,1500.0,290.319,350.0,0.3333,0.0,0.3333,1.0,1410.8235,1514.9044,0.107,0.0,0.826,0.0,-0.009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,252.0,161.0,1.0,0.0,0.0,1.0,0.4692,0.6957,0.1701,0.0,0.3861,0.625,0.5761,0.0,0.3846,0.6,0.0918,0.0,4.2595,1.7832,0.9845,0.0,42.8523,84.0696,79.8555,0.0,34.0141,81.033,4.3068,1.4679,0.763,0.0,2.8383,1.7431,0.7151,0.0,0.0,0.0,0.0,0.0917,0.0,0.0,0.0,0.0,0.1217,0.0,4.1469,0.6,0.0,0.0
Ben Nguyen,Geane Herrera,-140.0,120.0,71.43,120.0,2016-11-26,"Melbourne, Victoria, Australia", Australia,Red,0,Flyweight,MALE,3,1,0,0,1.92,0.46,0.67,0.67,0.5,1,2.0,8,0,0,0,0,1,0,0,1.0,Orthodox,165.1,167.64,125.0,1,0,0,5.02,0.52,1.0,0.0,0.0,2,1.0,4,0,0,0,0,1,1,0,2.0,Switch,165.1,165.1,125.0,28.0,26.0,0,0,-1,-1.0,-1.0,4,0,0,-1,0.0,2.54,2.0,6.0,-0.33,0.67,0.0,,15.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,263.0,320.0,515.0,505.0,425.0,465.0,2.11,3.31,70.91,60.87,75.0,25.0,-0.2587,0.2587,0.0,0,0,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,40.62,32.52,100.0,80.0,80.0,100.0,72.55,69.05,50.0,24.32,78.95,67.53,54.55,43.48,1433.9484,1397.7172,1384.1708,1500.0,278.9841,350.0,0.6667,0.3333,1.0,0.3333,1423.0343,1456.2819,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,136.0,161.0,1.0,0.0,0.0,0.0,0.5246,0.4667,0.0,0.5526,0.4037,0.4483,1.0,0.4474,0.4123,0.2006,0.0825,0.1102,2.5813,1.5276,0.0,0.6359,39.6911,41.995,105.9315,82.69,39.5124,34.8159,2.681,1.8431,0.0,0.9741,4.7672,5.0417,0.2134,0.2246,4.401,0.9474,0.0,0.0,1.4675,0.2105,2.0,1.0,0.4358,0.0098,2.7695,1.2105,0.1895,0.0
Dan Hooker,Jason Knight,-145.0,125.0,68.97,125.0,2016-11-26,"Melbourne, Victoria, Australia", Australia,Blue,0,Featherweight,MALE,3,0,1,0,1.87,0.5,0.5,0.5,0.25,1,1.0,6,0,0,1,0,0,0,0,1.0,Orthodox,177.8,180.34,145.0,0,1,0,3.53,0.44,0.2,0.2,0.07,1,2.0,10,0,0,0,0,2,1,0,3.0,Switch,182.88,190.5,155.0,26.0,24.0,0,0,0,-2.0,1.0,-4,0,-2,-1,-5.08,-10.16,2.0,20.8,0.3,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,175.0,237.0,639.0,705.0,415.0,1225.0,5.07,1.87,51.24,26.32,75.86,25.0,-0.1574,0.1997,0.0423,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,35.87,68.29,65.0,0.0,28.0,0.0,53.4,28.57,42.86,0.0,52.65,50.0,18.18,15.38,1437.8332,1424.1926,1754.9509,1619.5395,165.4297,236.2065,0.6667,0.5,0.6667,0.0,1410.1501,1434.7586,0.063,0.0,1.212,0.0,0.016,0.0,0.6667,0.0,0.3333,0.0,0.0,1.0,252.0,126.0,0.0,0.0,0.0,0.0,0.4318,0.4693,0.0853,0.3,0.3655,0.4072,0.7424,0.44,0.3745,0.3526,0.1688,0.2326,3.9353,2.7904,0.3313,0.802,39.7049,25.9922,70.8719,58.6697,35.8754,30.0776,3.0898,3.7867,0.2559,0.6,3.5986,2.3867,0.6851,0.1333,4.1131,0.4,0.0,0.0,0.2777,0.0,1.0,0.0,0.1989,0.02,2.4451,4.16,0.0341,0.0
Marlon Vera,Ning Guangyou,-110.0,-110.0,90.91,90.91,2016-11-26,"Melbourne, Victoria, Australia", Australia,Red,0,Featherweight,MALE,3,1,0,0,3.08,0.4,0.33,1.33,0.55,2,1.0,8,1,0,0,1,1,0,0,2.0,Southpaw,162.56,162.56,145.0,1,0,0,2.25,0.43,1.33,0.67,0.39,1,2.0,8,0,0,0,0,0,1,0,1.0,Switch,172.72,177.8,135.0,23.0,34.0,0,0,1,1.0,1.0,0,1,1,-1,-10.16,-15.24,-11.0,9.0,-1.0,0.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,176.0,195.0,405.0,1400.0,1120.0,632.0,2.02,1.56,50.55,64.55,81.82,75.0,-0.0721,0.2324,0.1603,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,44.05,32.58,63.16,59.26,100.0,75.0,56.0,88.71,37.5,40.0,66.67,64.22,36.36,0.0,1347.0658,1440.1369,2094.1698,1983.7783,201.0163,147.462,0.3333,0.6667,0.3333,0.0,1375.8991,1441.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,273.0,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yao Zhikui,Jenel Lausa,115.0,-135.0,115.0,74.07,2016-11-26,"Melbourne, Victoria, Australia", Australia,Blue,0,Flyweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,165.1,172.72,125.0,1,0,0,1.2,0.21,0.0,0.33,0.05,1,2.0,7,0,0,1,0,0,0,0,1.0,Orthodox,165.1,162.56,125.0,25.0,28.0,1,0,-1,-1.0,2.0,-7,0,0,0,0.0,10.16,-3.0,-12.33,0.0,-0.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,190.0,195.0,1020.0,500.0,925.0,370.0,2.33,0.0,49.28,0.0,66.67,0.0,0.2157,0.0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,19.41,0.0,50.0,0.0,100.0,0.0,65.91,0.0,40.0,0.0,65.96,0.0,16.67,0.0,1372.7832,1400.0,1762.934,1623.8388,183.7971,118.5869,0.3333,0.0,0.3333,0.0,1415.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,364.0,175.0,1.0,0.0,0.0,0.0,0.1901,0.0,0.0526,0.0,0.1989,0.0,0.3158,0.0,0.1078,0.0,0.1658,0.0,1.1306,0.0,0.2994,0.0,17.7744,0.0,54.1509,0.0,18.9198,0.0,1.2144,0.0,0.3158,0.0,3.2852,0.0,0.7512,0.0,0.0,0.0,0.0,0.0,0.4211,0.0,2.0,0.0,0.1128,0.0,1.0459,0.0,0.0421,0.0
Ryan Bader,Rogerio Nogueira,-340.0,280.0,29.41,280.0,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,0,Light Heavyweight,MALE,5,0,1,0,2.84,0.33,0.22,0.11,0.11,2,4.0,19,0,0,1,1,3,0,0,5.0,Southpaw,187.96,190.5,205.0,0,1,0,2.6,0.37,0.26,2.16,0.26,5,5.0,44,1,0,1,8,4,1,0,14.0,Orthodox,187.96,187.96,205.0,33.0,40.0,0,0,-3,-9.0,1.0,-25,-1,-1,-1,0.0,2.54,-7.0,3.05,-0.04,-2.05,0.0,,4.0,,,,,,4.0,,,,,,,,,,,,,9.0,,,,,,,,Red,KO/TKO,Punches,3.0,3:51,831.0,,,,,,,1.49,2.43,71.77,60.99,76.92,70.59,0.4165,0.0204,0.4369,-1,0,-12.0,0,0,0,0,0,0,0,0,0,0,1,0,33.94,27.52,68.89,69.33,79.8,93.33,78.75,69.04,41.28,26.56,75.98,66.93,27.08,34.92,1499.0812,1414.9605,1644.4949,1500.0,219.0225,350.0,0.6667,0.3333,0.6667,0.6667,1504.3901,1449.6299,-0.009,-0.007,-0.092,0.198,-0.002,-0.032,0.2,0.5,0.1,0.0,0.5,0.5,77.0,189.0,3.0,1.0,4.0,1.0,0.2978,0.3577,0.1382,0.02,0.2785,0.3418,0.3364,0.3155,0.2707,0.2987,0.1631,0.2352,2.7981,3.8546,5.0249,0.1966,38.2606,39.0562,68.3342,66.0508,33.6444,35.477,1.8347,4.6691,1.0329,0.02,2.8635,3.9004,0.1239,0.7084,0.3748,0.2482,0.0563,0.2074,0.0,0.0601,0.0,3.0,0.0744,0.0594,1.843,5.2659,0.0,0.0
Thomas Almeida,Albert Morales,-300.0,250.0,33.33,250.0,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,0,Bantamweight,MALE,3,1,0,0,5.27,0.34,0.0,0.0,0.0,0,1.0,3,0,0,0,0,0,0,0,0.0,Orthodox,175.26,182.88,135.0,1,0,0,6.82,0.45,0.0,0.0,0.0,4,1.0,8,0,0,0,1,3,0,0,4.0,Southpaw,170.18,177.8,135.0,25.0,25.0,0,0,-4,-4.0,0.0,-5,0,-3,0,5.08,5.08,0.0,37.2,0.0,0.0,0.0,,11.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,2.0,1:37,397.0,,,,,,,4.59,0.0,65.73,0.0,83.33,0.0,0.0,0.0,0.0,1,0,-5.0,0,0,0,0,0,1,0,0,0,0,0,0,41.96,0.0,80.0,0.0,86.67,0.0,68.42,0.0,55.17,0.0,67.29,0.0,50.0,0.0,1509.476,1400.0,1500.0,1500.0,350.0,350.0,0.6667,0.0,1.0,0.0,1437.2047,1400.0,0.085,0.0,1.394,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,174.0,175.0,1.0,0.0,2.0,0.0,0.4398,0.3405,0.0,0.0,0.3957,0.2108,0.4561,0.5385,0.4187,0.3472,0.0619,0.0,8.5664,6.9878,0.0,0.0,54.77,26.5945,80.5583,50.3181,60.2813,44.1684,4.9008,5.2667,0.0,0.0,5.8564,4.0667,0.6563,0.2,0.0,0.0,0.1643,0.0,0.0,0.0,0.0,0.0,0.0051,0.01,4.7834,5.4,0.0,0.0
Claudia Gadelha,Cortney Casey,-460.0,365.0,21.74,365.0,2016-11-19,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,0,Women's Strawweight,FEMALE,3,0,2,0,4.72,0.55,0.25,0.5,0.25,2,2.0,8,0,0,0,0,1,1,0,2.0,Orthodox,170.18,170.18,115.0,1,0,0,4.62,0.42,0.75,5.0,0.64,1,2.0,14,1,0,0,2,0,0,0,2.0,Orthodox,162.56,160.02,115.0,27.0,29.0,1,2,1,0.0,0.0,-6,-1,1,1,7.62,10.16,-2.0,-24.0,-0.5,-4.5,0.0,14.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,,,,,,,3.04,5.09,69.89,49.08,100.0,50.0,0.424,0.046,0.47,0,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,38.57,40.55,70.37,41.38,100.0,88.89,79.84,55.84,27.66,45.61,73.41,50.21,57.14,48.15,1437.4299,1383.6403,1500.0,1500.0,350.0,350.0,0.3333,0.6667,0.0,0.6667,1447.9409,1372.4431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,134.0,91.0,0.0,0.0,1.0,1.0,0.4221,0.5699,0.5881,0.2769,0.391,0.5376,0.6397,0.3677,0.3589,0.3892,0.0257,0.1471,6.3003,4.6961,12.693,0.8253,72.4864,45.1878,72.0926,38.6908,61.4533,36.4607,4.0027,5.3615,4.0123,3.1953,4.9223,2.5087,0.5005,0.3863,0.4308,1.3644,0.0123,0.0082,0.0,1.3644,0.0,1.0,0.4507,0.2282,4.32,5.9031,0.0,0.091
